claim,label_text,labels
"dick cheney says on syria, alot of the allies signed on. at the last minute, obama backed off.",TRUE,0
"dick cheney says president barack obama said when we got bin laden, terrorism problem solved.",FALSE,1
"dick cheney says president barack obama's ""initial response when we heard about the christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",TRUE,0
"dick cheney says president obama ""doesn't ... want to admit we're at war.""",FALSE,1
"dick cheney says president obama's own director of national intelligence, admiral blair, put it this way: 'high-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-qaida organization that was attacking this country.'",TRUE,0
dick cheney says saddam hussein had a 10-year relationship with al-qaida.,FALSE,1
"dick cheney says terrorist detainees were not covered by the geneva convention. they were unlawful combatants. and under those circumstances, they were not entitled to the normal kinds of courtesies and treatment.",TRUE,0
dick cheney says the number of terrorists out there has doubled.,TRUE,0
"dick cheney says the obama administration notified poland and the czech republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",TRUE,0
dick cheney says under the nuclear nonproliferation treaty enrichment has been limited to basically the weapons states.,FALSE,1
dick cheney says we have four combat-ready brigades out of 40 in the u.s. army.,TRUE,0
dick cheney says you've heard endlessly about waterboarding. it happened to three terrorists.,TRUE,0
dick greco says financed the largest parking expansion program without a rate increase.,TRUE,0
"dick greco says refinanced $232.6 million in bonds, resulting in reduced debt service for the city.",TRUE,0
dick morris says a north carolina study proves that probably over a million people voted twice in (the 2012) election.,FALSE,1
dick morris says hillary clintons international travels included no serious diplomacy.,FALSE,1
"diego arene morley says there are more african american men in prison, jail, on probation or parole than were enslaved in 1850.",TRUE,0
dinesh dsouza says aphotograph of 21-year-old hillary clinton featured a confederate battle flag in the background.,FALSE,1
"dinesh dsouza says as a u.s. senator with salary and perks, ‪#bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",TRUE,0
dino baccari says a penn state university study found that electronic cigarettes . . . are far less addictive than cigarettes.,TRUE,0
dino rossi says the seattle times called patty murray a prolific sponsor of earmarks. patty even defended the bridge to nowhere.,TRUE,0
direct action rights equality says roughly 25% of ri has a criminal record,FALSE,1
distilled spirits council united states says sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for georgia.,TRUE,0
doctors healthy georgia says defensive medicine costs georgia up to $14 billion a year.,TRUE,0
doctors without borders says a world health organization report shows that more people are dying of tb.,TRUE,0
doctors without borders says trade deals threaten indias role as the pharmacy of the developing world for new hiv medicines.,TRUE,0
dolores gresham says i didnt try to push a bill to reduce lottery scholarship proceeds for students.,FALSE,1
dolores gresham says right now we have sufficient reserves to take care of tennessees lottery scholarship students for a few years more.,FALSE,1
"dominic chavez says since 2000, austins tax burden rose more than 40 percent while family income rose more than 20 percent.",TRUE,0
"dominick marino says the firefighter and police officer pension system is not headed for bankruptcy, far from it. thats because new jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.",TRUE,0
don balfour says an illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,TRUE,0
don balfour says i am the only senator who turned down the state pension plan for part-time legislators.,TRUE,0
"don balfour says when you get a commercial pilots license, you learn to communicate in english no matter where you are in the world.",TRUE,0
"don beyer says but for immigrants, we would have a contracting population...",TRUE,0
don beyer says if you look at the income of average americans...theyre absolutely flat in constant dollars since 1979.,TRUE,0
"don beyer says more than 7,000 americans lost their lives to climate change-fueled events last year.",FALSE,1
don beyer says more than half of women under 30 who give birth do so outside of marriage...,TRUE,0
don beyer says over 97 percent of the scientific community believe that humans are contributing to climate change.,TRUE,0
"don beyer says thanks to the obama administrations negotiations, irans nuclear program will be under lock, key and camera 24 hours a day, 365 days a year.",TRUE,0
don beyer says the united states is the only industrialized country that does not guarantee paid time off to care for a new child.,TRUE,0
"don beyer says we have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",FALSE,1
"don francis says electric car sales in georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed july 1.",TRUE,0
don gaetz says he fought for the repeal of a septic tank inspection program after tallahassee pulled a fast one.,TRUE,0
don gaetz says i sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.,TRUE,0
don gaetz says more than half of last years u.s. college graduates are unemployed or underemployed.,TRUE,0
"don gaetz says the cost to implement florida's class size amendment so far has been ""$16 billion.""",TRUE,0
don gaetz says the medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched.,TRUE,0
don gaetz says we were able to provide $428 million worth of property tax relief.,TRUE,0
"don lemon says a high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.",TRUE,0
don lemon says i was able to go and buy an automatic weapon most people can go out and buy an automatic weapon.,FALSE,1
don lemon says more than 72 percent of children in the african-american community are born out of wedlock.,TRUE,0
"don mcintire says were spending $12,000 bucks a kid a year in the school system.",TRUE,0
"don pridemore says among milwaukee public schools students, 86 percent are behind in reading and 80 percent are behind in math.",TRUE,0
"don willett says before 2005, the percentage of texas high school students meeting the college readiness standards of the texas higher education coordinating board stood at 28% in english and 42% in math. those figures stood at 65% and 66% in 2013.",TRUE,0
don young says suicide comes from federal government largesse saying you are not worth anything but you are going to get something for nothing.,FALSE,1
"don zimmerman says every time you buy an airline ticket, the federal government runs a background check on you.",TRUE,0
don zimmerman says salaries of austin residents who dont work for city government have not been going up 3 percent a year for the last several years.,TRUE,0
"don zimmerman says you dont have to be as smart as a fifth-grader to know what causes the climate is the sun. the sun. i have people tell me, carbon dioxide warms the earth. no, it doesnt. the sun warms the earth.",TRUE,0
donald carcieri says measures taken by my administration have saved taxpayers $1 billion.,TRUE,0
"donald carcieri says repealing the sales tax on boats in rhode island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",TRUE,0
donald mceachin says gov. bob mcdonnellsbudget plantakesmoney out of our classrooms to pave roads.,TRUE,0
donald mceachin says gov. mcdonnells proposed budget is cutting public education.,FALSE,1
donald rumsfeld says wrestling was a favorite sport of abraham lincoln.,TRUE,0
donald trump jr says hillary clinton is proposing destroying medicare for seniors.,FALSE,1
"donald trump jr says unemployment numbers are artificial numbers. these are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, its a total disaster.",FALSE,1
donald trump says 14 percent of noncitizens are registered to vote.,FALSE,1
donald trump says 25 percent of u.s. muslims agreed that violence against americans here in the united states is justified as a part of the global jihad.,TRUE,0
donald trump says a cnn anchor said that hillary clinton has gotten a free ride so far from the media. were the biggest ones supporting her campaign.,TRUE,0
"donald trump says a shocking 20 veterans are committing suicide each and every day, especially our older veterans.",TRUE,0
donald trump says a ted cruz ad has got me bull-dozing down a house.i never bulldozed it down. its false advertising.,TRUE,0
donald trump says a trump television ad shows mexicans swarming over our southern border.,FALSE,1
"donald trump says a tweet he sent out wasnt saying, check out a sex tape. it was just take a look at the background of alicia machado.",FALSE,1
"donald trump says a youtube video shows thomas dimassimo, the man who rushed trump at an ohio rally, dragging the american flag on the ground like it was a piece of garbage.",TRUE,0
"donald trump says according to pew research, 99 percent of the people in afghanistan support oppressive sharia law.",TRUE,0
"donald trump says after hillary clinton helped a man accused of raping a 12-year-old, shes seen laughing on two separate occasions, laughing at the girl who was raped.",FALSE,1
"donald trump says after the u.s.-led military alliance ejected saddam husseins forces from kuwait in 1991, the kuwaitis never paid us.",FALSE,1
"donald trump says america has lost nearlyone third of its manufacturing jobs since 1997, following the enactment of disastrous trade deals supported by bill and hillary clinton.",TRUE,0
donald trump says america is one of the highest-taxed nations in the world.,TRUE,0
donald trump says american homeownership rate in q2 2016 was 62.9% - lowest rate in 51yrs.,TRUE,0
donald trump says american polling shows russian president vladimir putin has an 80 percent approval rating.,TRUE,0
"donald trump says among syrian refugees and migrants coming into europe, there look like very few women. very few children.",FALSE,1
"donald trump says among syrian refugees, there arent that many women, there arent that many children.",FALSE,1
"donald trump says an amendment, pushed by lyndon johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",TRUE,0
donald trump says an analysis showed that bernie sanders would have won the democratic nomination if it were not for the super delegates.,FALSE,1
"donald trump says as a legislator, (marco rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bills lobbyist.",TRUE,0
"donald trump says as bernie sanders said, hillary clinton voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.",TRUE,0
"donald trump says as gop was picking a convention city, i recommended ohio.",FALSE,1
"donald trump says as governor, tim kaine oversaw a huge increase in illegal immigration, a tremendous increase.",FALSE,1
"donald trump says as secretary of state, hillary clinton laundered money to bill clinton through laureate education, while bill clinton was an honorary chairman of the group.",FALSE,1
"donald trump says as usual, hillary the dems are trying to rig the debates so 2 are up against major nfl games.",FALSE,1
donald trump says barack obama founded isis. i would say the co-founder would be crooked hillary clinton.,FALSE,1
donald trump says barack obama has doubled our national debt. doubled it. its going to be close to $20 trillion when he leaves.,TRUE,0
donald trump says barack obama is the first president in modern history not to have a single year of 3 percent growth.,TRUE,0
"donald trump says because of obamacare peoples premiums ...are going up 35, 45, 55 percent.",TRUE,0
"donald trump says because of obamacare, you have so many part-time jobs.",FALSE,1
donald trump says bernie sanders is going to tax you people at 90 percent.,FALSE,1
"donald trump says beyonce and jay z, i like them, i like them ... i get bigger crowds than they do. its true. i get far bigger crowds.",FALSE,1
"donald trump says boeing is building a brand new 747 air force one for future presidents, but costs are out of control, more than $4 billion. cancel order!",TRUE,0
donald trump says canadian-born ted cruz has had a double passport.,FALSE,1
"donald trump says china has total control, just about, of north korea.",TRUE,0
donald trump says china is in the south china sea and (building)a military fortress the likes of which perhaps the world has not seen.,TRUE,0
"donald trump says cia director george tenet told the bush administration that the sept. 11, 2001, terrorist attack was coming. so they did have advanced notice.",FALSE,1
donald trump says cnn did a poll recently where obama and i are statistically tied.,FALSE,1
donald trump says common core is education through washington d.c.,FALSE,1
donald trump says crime is rising.,FALSE,1
donald trump says crime statistics show blacks kill 81 percent of white homicide victims.,FALSE,1
donald trump says delegates cant legally change the republican national convention rules to prevent donald trumps nomination.,TRUE,0
"donald trump says dont believe those phony numbers when you hear 4.9 and 5 percent unemployment. the numbers probably 28, 29, as high as 35. in fact, i even heard recently 42 percent.",FALSE,1
"donald trump says during the last five years, iran has perpetrated terror attacks in 25 different countries on five continents.",TRUE,0
donald trump says elizabeth warren lied when she says i want to abolish the federal minimum wage.,TRUE,0
"donald trump says even among second and third generation muslims in the united states, theres no real assimilation.",FALSE,1
donald trump says even our nuclear arsenal doesnt work. it came out recently they have equipment that is 30 years old. they dont know if it worked.,FALSE,1
donald trump says every poll said i won the debate.,TRUE,0
donald trump says florida had five sanctuary cities while jeb bush was governor.,FALSE,1
donald trump says florida has issued more than 3 million conceal carry permits in the past 30 years. only 168 have been revoked.,TRUE,0
"donald trump says for the amount of money hillary clinton would like to spend on refugees, we could rebuild every inner city in america.",FALSE,1
donald trump says ford is moving all of their small-car production to mexico.,TRUE,0
donald trump says forty-three million americans are on food stamps.,TRUE,0
"donald trump says four times, i said, he (john mccain)is a hero, but you know ... people choose selective pieces.",TRUE,0
"donald trump says frankly, (hillary clinton) doesnt do very well with women.",FALSE,1
donald trump says gdp was zero essentially for the last two quarters.,FALSE,1
donald trump says germany is crime-riddled right now because of migration to europe.,TRUE,0
donald trump says he and bernie sanders have very similar views on trade,TRUE,0
"donald trump says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",FALSE,1
donald trump says he saw videotape of the people taking the money off the plane to pay ransom to iran for hostages.,FALSE,1
donald trump says he won the popular vote if you deduct the millions of people who voted illegally.,FALSE,1
donald trump says he won the second debate with hillary clinton in a landslide in every poll.,FALSE,1
donald trump says heroin .. pours across our southern borders.,TRUE,0
donald trump says heroin comes in the united states from the southern border.,TRUE,0
donald trump says hillary clinton and her campaign of 2008 startedthe birther controversy.,FALSE,1
"donald trump says hillary clinton and tim kaine want to shut down shale, and shut down natural gas.",TRUE,0
donald trump says hillary clinton called the trans-pacific partnership the gold standard. you called it the gold standard of trade deals. you said its the finest deal youve ever seen.,TRUE,0
donald trump says hillary clinton filibustered legislation to reform fannie mae and freddie mac.,FALSE,1
donald trump says hillary clinton gave up 20 percent of americas uranium supply to russia.,TRUE,0
donald trump says hillary clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,TRUE,0
donald trump says hillary clinton has called for a radical 550 percent increase in syrian ... refugees . . . despite the fact that theres no way to screen these refugees in order to find out who they are or where they come from.,TRUE,0
donald trump says hillary clinton has even deleted this record of total support (for the trans-pacific partnership trade agreement) from her book.,FALSE,1
donald trump says hillary clinton has not answered a single question about her immigration plan.,FALSE,1
"donald trump says hillary clinton has pledged amnesty in her first 100 days, and her plan will provide obamacare, social security, and medicare for illegal immigrants, breaking the federal budget.",TRUE,0
donald trump says hillary clinton has spoken such lies about my foreign policy. they said i want japan to get nuclear weapons. give me a break.,TRUE,0
donald trump says hillary clinton invented isis with her stupid policies. she is responsible for isis.,FALSE,1
"donald trump says hillary clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income african-americans.",FALSE,1
donald trump says hillary clinton is wrong to say he mocked a disabled reporter.,FALSE,1
donald trump says hillary clinton once wanted a wall on the mexican border.,TRUE,0
donald trump says hillary clinton plans to massively increase admissions (of middle east refugees) including a 500 percent increase in syrian refugees coming into our country.,TRUE,0
"donald trump says hillary clinton promised, running for the senate years ago, 200,000 jobs for upstate new york. ... not only didnt they come, but they lost so many jobs.",TRUE,0
donald trump says hillary clinton said she was under attack (in bosnia) but the attack turned out to be young girls handing her flowers.,TRUE,0
donald trump says hillary clinton said the veterans affairs scandal is over-exaggerated. she said she was satisfied with what was going on.,TRUE,0
"donald trump says hillary clinton says she wants to, raise taxes on the middle class.",FALSE,1
donald trump says hillary clinton set aside environmental and labor rules to help a south korean company with a record of violating workers rights set up what amounts to a sweatshop in haiti.,TRUE,0
"donald trump says hillary clinton supported north american free trade agreement), and she supported chinas entrance into the world trade organization. she supported the job-killing trade deal with south korea. she supported the trans-pacific partnership.",TRUE,0
"donald trump says hillary clinton surged the trade deficit with china 40% as secretary of state, costing americans millions of jobs.",TRUE,0
donald trump says hillary clinton viciously attacked women abused by bill clinton.,TRUE,0
donald trump says hillary clinton wanted the wall.,TRUE,0
donald trump says hillary clinton wants sanctuary cities.,TRUE,0
donald trump says hillary clinton wants to abolish the second amendment.,FALSE,1
donald trump says hillary clinton wants to essentially abolish the second amendment.,FALSE,1
donald trump says hillary clinton wants to go to a single-payer plan for health care,FALSE,1
donald trump says hillary clinton wants to have open borders.,TRUE,0
donald trump says hillary clinton wants to let people just pour in. you could have 650 million people pour in and we do nothing about it. think of it. thats what could happen. you triple the size of our country in one week.,FALSE,1
donald trump says hillary clinton wants to raise taxes on african-american owned businesses to as much as nearly 50 percent more than theyre paying now.,FALSE,1
"donald trump says hillary clinton wants to shut down family farms using radical regulation, by raising business tax rates as high as nearly 50 percent and by taxing family farms again at death by as much as 45 percent.",FALSE,1
donald trump says hillary clinton wantsillegal immigrants collectingsocial security benefits.,TRUE,0
"donald trump says hillary clinton was let off the hook for her email scandal while gen. david petraeus had his life destroyed for doing far, far less.",FALSE,1
donald trump says hillary clintons energy agenda will cost the u.s. economy over $5 trillion,FALSE,1
donald trump says hillary clintons plan is going to raise taxes and even double your taxes.,TRUE,0
"donald trump says hillary clintons plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.",FALSE,1
donald trump says hillary clintons plan would tax many small businesses by almost 50 percent.,TRUE,0
"donald trump says hillary clintons state department approved the transfer of 20 percent of americas uranium holdings to russia, while nine investors in the deal funneled $145 million to the clinton foundation.",TRUE,0
donald trump says hillaryclintons immigration platform would create totally open borders.,FALSE,1
"donald trump says his book,the art of the deal,is the no. 1 selling business book of all time.",FALSE,1
donald trump says his plan would cut taxes without increasing the deficit.,FALSE,1
donald trump says homicides last year increased by 17 percent in americas 50 largest cities. thats the largest increase in 25 years.,TRUE,0
"donald trump says household incomes are down more than $4,000 since the year 2000.",TRUE,0
donald trump says hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.,TRUE,0
"donald trump says hypocrisy at the clinton foundation: top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",TRUE,0
donald trump says i did not i did not i do not say that. i do not say that climate change is a hoax perpetrated by the chinese.,TRUE,0
donald trump says i did not support the war in iraq the record shows that im right.,FALSE,1
donald trump says i dont know anything about david duke.,FALSE,1
donald trump says i finished the controversyabout wherepresident barack obama was born.,FALSE,1
"donald trump says i had previously said that nato was obsolete because it failed to deal adequately with terrorism. since my comments, they have changed their policy and now have a new division focused on terror threats.",FALSE,1
donald trump says i have the no. 1 show on nbc.,TRUE,0
donald trump says i have tremendous support from women.,FALSE,1
donald trump says i never once asked that (megyn kelly) be removed as a debate moderator.,FALSE,1
donald trump says i never said that marco rubio was mark zuckerbergs personal senator.,FALSE,1
donald trump says i never said that muslims would be subject to profiling under his policies.,FALSE,1
donald trump says i released the most extensive financial review of anybody in the history of politics. you dont learn much in a tax return.,FALSE,1
"donald trump says i wanted to keep it private, because i dont think its anybodys business if i want to send money to the vets.",FALSE,1
"donald trump says i was among the earliest to criticize the rush to war (in iraq), and yes, even before the war ever started.",FALSE,1
"donald trump says i was totally against the war in iraq, saying for many years that it would destabilize the middle east.",FALSE,1
donald trump says i was totally against the war in iraq.,FALSE,1
"donald trump says i watched in jersey city, n.j., where thousands and thousands of people were cheering as the world trade center collapsed.",FALSE,1
donald trump says ice just endorsed me.,TRUE,0
donald trump says if it werent for me (illegal immigration) wouldnt even be a big subject.,FALSE,1
"donald trump says if the (iran nuclear) deal gets rejected, they still get $150 billion.",TRUE,0
"donald trump says if youre from syria and youre a christian, you cannot come into this country as a refugee.",FALSE,1
donald trump says illegal immigration costs our country more than $113 billion a year.,TRUE,0
donald trump says illegal immigration wasnt a subject that was on anybodys mind until i brought it up at my announcement.,FALSE,1
donald trump says im beating (kelly ayotte) in the polls by a lot.,FALSE,1
donald trump says im self-funding my own campaign.,TRUE,0
"donald trump says in 2000, i wrote about osama bin laden, weve got to take him out.",TRUE,0
"donald trump says in 2009, pre-hillary, isis was not even on the map.",TRUE,0
"donald trump says in california, the windmills are killing hundreds and hundreds of eagles.",TRUE,0
"donald trump says in chicago, theyve had thousands of shootings, thousands since jan. 1. thousands of shootings.",TRUE,0
"donald trump says in chicago, which has the toughest gun laws in the united states, probably you could say by far, they have more gun violence than any other city.",TRUE,0
"donald trump says in first week as governor, tim kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",TRUE,0
"donald trump says in her campaign for president, hillary clinton has received $100 million in contributions from wall street and hedge funds.",FALSE,1
"donald trump says in many instances, (peoples) health care costs are more than their mortgage costs or their rent, which, by the way, is a first in american history.",TRUE,0
"donald trump says in new hampshire, i spent $3 million. jeb bush spent $44 million. he came in five, and i came in number one.",TRUE,0
"donald trump says in new york city, murders are up.",TRUE,0
"donald trump says in the history of republican primaries, ive gotten the most votes in the history of the republican party.",FALSE,1
donald trump says inner-city crime is reaching record levels.,FALSE,1
donald trump says iraq has the second-largest oilfields in the world (behind) saudi arabia.,TRUE,0
donald trump says isis is in 32 countries.,TRUE,0
donald trump says isis is making millions of dollars a week selling libyan oil.,FALSE,1
donald trump says israel profiles based on ethnicity and does it very successfully.,TRUE,0
donald trump says it has been 269 days since (hillary) clinton has held a press conference.,TRUE,0
donald trump says it is hillary clintons agenda to release the violent criminals from jail. she wants them all released.,FALSE,1
"donald trump says its just been announced that the residents of florida are going to experience a massive, double-digit premium hike.",TRUE,0
donald trump says its possible that non-citizen voters were responsible for obamas 2008 victory in north carolina.,FALSE,1
"donald trump says ive been proven right about hillary clintons radical call for open borders, meaning anyone in the world can enter the united states without any limit at all.",TRUE,0
"donald trump says ive gotten to see the commercials that they did on you. and ive gotten to see some of the most vicious commercials ive ever seen of michelle obama talking about you, hillary.",FALSE,1
"donald trump says jeb bush and marco rubio had it set so that the winner takes everything, because they wanted to make sure that i didnt get anything in the florida primary.",FALSE,1
donald trump says jeb bush said he would take his pants off and moon everybody ... nobody reports that.,TRUE,0
donald trump says jebs policies in florida helped lead to its almost total collapse.,TRUE,0
donald trump says john mccain has done nothing to help the vets.,FALSE,1
"donald trump says judge gonzalo curiel is a member of a club or society, very strongly pro-mexican.",TRUE,0
donald trump says just look at what the fbi director said about her (hillary clinton) her misconduct is a disgrace and embarrassment to our country.,FALSE,1
donald trump says libya ambassador (christopher) stevens sent 600 requests for help in benghazi.,TRUE,0
donald trump says libya supplies the oil for china. we get no oil from libya.,FALSE,1
"donald trump says look, we are at war with these people and they dont wear uniforms. this is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. we are allowing tens of thousands of them into our country now.",FALSE,1
"donald trump says mahatma gandhi once said, first they ignore you, then they laugh at you, then they fight you, then you win.",FALSE,1
"donald trump says many of (hillary clintons) friends took bigger deductions (than me). warren buffett took a massive deduction. (george) soros, who is a friend of hers, took a massive deduction.",TRUE,0
donald trump says many of the great scholars say that anchor babies are not covered by the 14th amendment.,TRUE,0
donald trump says marco rubio has the no. 1absentee record in the united states senate.,TRUE,0
donald trump says marco rubio has the worst voting record there is today.,TRUE,0
donald trump says mexico can afford to build a wall because the countrys trade deficit with america is billions of dollars.,FALSE,1
"donald trump says mexico doesnt have birthright citizenship, and americans are the only ones to have it.",FALSE,1
donald trump says mexico receives approximately $24 billion a year in remittances from mexican nationals working in the united states. the majority of that amount comes from illegal aliens.,TRUE,0
donald trump says much more than 50 percentof parents out there are spankers.,TRUE,0
donald trump says my numbers are better right now than ronald reagans numbers were with jimmy carter.,FALSE,1
donald trump says my opponent has no child care plan.,FALSE,1
"donald trump says nafta, signed by bill clinton, has been a disaster for pennsylvania.",TRUE,0
donald trump says nascar endorsed trump,TRUE,0
"donald trump says nato is opening up a major terror division. ... im sure im not going to get credit for it, but that was largely because of what i was saying and my criticism of nato.",FALSE,1
"donald trump says nearly 180,000 illegal immigrants with criminal records, ordered deported from our country, are tonight roaming free to threaten peaceful citizens.",TRUE,0
donald trump says nearly half of african-american children under the age of 6 are living in abject poverty.,TRUE,0
donald trump says nearly one in four people in their prime working years are not working.,TRUE,0
donald trump says nevadans will have a double-digit hike in their obamacare premiums for the year and 10 of nevadas 16 counties will only have one obamacare...exchange insurer,TRUE,0
"donald trump says new york state has been horribly, horribly hurt by nafta",TRUE,0
"donald trump says no, youre wrong, responding to the assertion that stop-and-frisk was ruled unconstitutional in new york.",TRUE,0
"donald trump says nobody knows about it, nobody talks about it, but under obama, millions of people have been moved out of this country, theyve been deported.",TRUE,0
donald trump says not one american flag on the massive stage at the democratic national convention until people started complaining- then a small one. pathetic.,TRUE,0
donald trump says obamacare enrollment lie: obama counts an enrollee as a web user putting a plan in their online shopping carts.,FALSE,1
"donald trump says of course, there is large scale voter fraud happening on and before election day.",FALSE,1
"donald trump says ohio gov. john kasich got lucky with a thing called fracking, which is why ohio is doing well.",FALSE,1
"donald trump says ohios i-x center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.",FALSE,1
donald trump says on banning assault weapons.,FALSE,1
"donald trump says on gift taking,bob mcdonnell took a fraction of what (tim) kaine took.",FALSE,1
"donald trump says on the iraq war, i said it loud and clear, youll destabilize the middle east.",FALSE,1
"donald trump says on the va: over 300,000 veterans have died waiting for care.",TRUE,0
donald trump says on whether barack obama was born in the united states.,FALSE,1
donald trump says on whether hes had a relationship with vladimir putin.,FALSE,1
donald trump says on whether the federal government should set a minimum wage,FALSE,1
donald trump says our african-american communities are absolutely in the worst shape theyve ever been in before. ever. ever. ever.,FALSE,1
donald trump says our companies are moving into mexico more than almost any other place right now.,TRUE,0
donald trump says our real unemployment is anywhere from 18 to 20 percent. dont believe the 5.6. dont believe it.,FALSE,1
donald trump says our trade deficit in goods reached nearly $800 billion last year alone.,TRUE,0
"donald trump says our veterans, in many cases, are being treated worse than illegal immigrants.",FALSE,1
"donald trump says out of 67 counties (in florida), i won 66, which is unprecedented. its never happened before.",FALSE,1
donald trump says pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and harrisburg has lost 40 percent of its manufacturing jobs since 2001.,TRUE,0
"donald trump says president barack obama wants to take in 250,000 (people) from syria.",FALSE,1
donald trump says president barack obamas recent new york fundraising trip cost between $25 million and $50 million.,FALSE,1
donald trump says president dwight eisenhower moved 1.5 million illegal immigrants out of this country.,TRUE,0
donald trump says president obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,FALSE,1
donald trump says president obamas grandmother in kenya said he was born in kenya and she was there and witnessed the birth.,FALSE,1
"donald trump says professional football coach rex ryan won championships in new york.the afc, i think, twice.",FALSE,1
"donald trump says public support for abortion is actually going down a little bit, polls show.",FALSE,1
"donald trump says regarding the iraq war, i was the one that said, dont go, dont do it, youre going to destabilize the middle east.",TRUE,0
donald trump says right now were the highest taxed country in the world.,FALSE,1
donald trump says russia and china are doing naval exercises together someplace.,TRUE,0
"donald trump says russia has tremendous numbers of nuclear warheads 1,800, by the way where they expanded, and we didnt.",TRUE,0
donald trump says russian president vladimir putin calls me brilliant.,TRUE,0
"donald trump says sidney blumenthal wrote that the benghazi attack was almost certainly preventable. clinton was in charge of the state department, and it failed to protect u.s. personnel and an american consulate in libya.",FALSE,1
"donald trump says since 2013 alone, the obama administration has allowed 300,000 criminal aliens to return back into united states communities. these are individuals encountered or identified by (immigration and customs enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct.",TRUE,0
"donald trump says since president obama came into office, another 2 million hispanics have joined the ranks of those in poverty. the number of hispanic children living in poverty increased by 15 percent in that short period of time.",TRUE,0
donald trump says sixty-one percent of our bridges are in trouble.,FALSE,1
"donald trump says some of the things that (megyn kelly) said, i didnt say.",FALSE,1
donald trump says south korea doesnt pay the united states for u.s. troops that protect their country.,FALSE,1
"donald trump says stopped by smiley cookie to pick up some great cookies for the family, along with rudy.",TRUE,0
donald trump says taxpayers are paying a fortune for the use of air force one on the campaign trail by president barack obama and hillary clinton.,TRUE,0
donald trump says ted cruz distributed the ad showing a nude melania trump on a rug.,FALSE,1
donald trump says ted cruz is mathematically out of winning the race.,TRUE,0
donald trump says ted cruz never denied his father was photographedwith lee harvey oswald.,FALSE,1
donald trump says ted cruzs father was with lee harvey oswald before the assassination of president john f. kennedy.,FALSE,1
donald trump says ted cruzsaid i was in favor in libya. i never discussed that subject.,FALSE,1
"donald trump says that at a campaign rally president barack obama spent so much time screaming at a protester, and frankly it was a disgrace.",FALSE,1
"donald trump says that in polls about 2016 candidate leadership skills, he comes out two and three and four times higher than anybody else.",TRUE,0
"donald trump says that in the philippines more than a century ago, gen. john pershing took 50 bullets, and he dipped them in pigs blood, and shot 49 muslim rebels. the 50th person, he said, you go back to your people, and you tell them what happened. and for 25 years, there wasnt a problem.",FALSE,1
"donald trump says that when michelle fields found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.",FALSE,1
donald trump says the $5 billion website for obamacare never worked. still doesnt work.,FALSE,1
"donald trump says the 2016 federal omnibus spending bill funds illegal immigrants coming in and through your border, right through phoenix.",FALSE,1
"donald trump says the 9/11 terroristsfriends, family, girlfriends in the united stateswere sent back for the most part to saudi arabia. they knew what was going on. they went home, and they wanted to watch their boyfriends on television.",FALSE,1
donald trump says the @nytimes sent a letter to their subscribers apologizing for their bad coverage of me.,FALSE,1
donald trump says the @nytimes states today that djt believes more countries should acquire nuclear weapons. how dishonest are they. i never said this!,FALSE,1
donald trump says the annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.,TRUE,0
donald trump says the benghazi victims were left helpless to die as hillary clinton soundly slept in her bed.,FALSE,1
donald trump says the birther movement was started by hillary clinton in 2008. she was all in!,FALSE,1
